id	name	chromosome
3625	HSPA1B	CHR_HSCHR6_MHC_DBB_CTG1
3626	PRRT1	CHR_HSCHR6_MHC_DBB_CTG1
3627	HLA-H	CHR_HSCHR6_MHC_COX_CTG1
3628	NULL	CHR_HSCHR5_2_CTG1_1
3629	NULL	CHR_HSCHR5_2_CTG1_1
3630	LTA	CHR_HSCHR6_MHC_COX_CTG1
3631	LINC02197	CHR_HSCHR5_2_CTG1_1
3632	NULL	CHR_HSCHR5_2_CTG1_1
3633	NULL	CHR_HSCHR5_2_CTG1_1
3634	NULL	CHR_HSCHR5_2_CTG1_1
3635	HMGN1P12	CHR_HSCHR5_2_CTG1_1
3636	NULL	CHR_HSCHR5_2_CTG1_1
3637	CFL1P5	CHR_HSCHR5_2_CTG1_1
3638	RPL13P	CHR_HSCHR6_MHC_DBB_CTG1
3639	AK6	CHR_HSCHR5_2_CTG1_1
3640	CSNK2B	CHR_HSCHR6_MHC_DBB_CTG1
3641	NULL	CHR_HSCHR16_3_CTG1
3642	AIF1	CHR_HSCHR6_MHC_QBL_CTG1
3643	HLA-DQB1-AS1	CHR_HSCHR6_MHC_COX_CTG1
3644	DNAJA3	CHR_HSCHR16_3_CTG1
3645	NULL	CHR_HSCHR8_3_CTG7
3646	MPIG6B	CHR_HSCHR6_MHC_COX_CTG1
3647	TIGD5	CHR_HSCHR8_3_CTG7
3648	NULL	CHR_HSCHR8_3_CTG7
3649	ZNF623	CHR_HSCHR8_3_CTG7
3650	NULL	CHR_HSCHR8_3_CTG7
3651	MROH6	CHR_HSCHR8_3_CTG7
3652	NULL	CHR_HSCHR5_2_CTG1_1
3653	NULL	CHR_HSCHR5_2_CTG1_1
3654	SMN2	CHR_HSCHR5_2_CTG1_1
3655	LINC01237	CHR_HSCHR2_3_CTG15
3656	NULL	CHR_HSCHR2_3_CTG15
3657	NULL	CHR_HSCHR2_3_CTG15
3658	NULL	CHR_HSCHR2_3_CTG15
3659	FAM240C	CHR_HSCHR2_3_CTG15
3660	RTP5	CHR_HSCHR2_3_CTG15
3661	PDCD1	CHR_HSCHR2_3_CTG15
3662	HLA-H	CHR_HSCHR6_MHC_QBL_CTG1
3663	DDX39BP2	CHR_HSCHR6_MHC_QBL_CTG1
3664	SCRIB	CHR_HSCHR8_3_CTG7
3665	GABBR1	CHR_HSCHR6_MHC_QBL_CTG1
3666	NULL	CHR_HSCHR8_9_CTG1
3667	ADAM9	CHR_HSCHR8_9_CTG1
3668	NULL	CHR_HSCHR8_9_CTG1
3669	HLA-U	CHR_HSCHR6_MHC_COX_CTG1
3670	NULL	CHR_HSCHR8_9_CTG1
3671	GABBR1	CHR_HSCHR6_MHC_COX_CTG1
3672	TSEN34	CHR_HSCHR19LRC_PGF1_CTG3_1
3673	MRPS36	CHR_HSCHR5_2_CTG1_1
3674	CDIP1	CHR_HSCHR16_3_CTG1
3675	NULL	CHR_HSCHR5_2_CTG1_1
3676	LILRP1	CHR_HSCHR19_4_CTG3_1
3677	NULL	CHR_HSCHR5_2_CTG1_1
3678	NULL	CHR_HSCHR5_2_CTG1_1
3679	CDH12P4	CHR_HSCHR5_2_CTG1_1
3680	CNOT3	CHR_HSCHR19_4_CTG3_1
3681	NULL	CHR_HSCHR5_2_CTG1_1
3682	ADAM32	CHR_HSCHR8_9_CTG1
3683	PMCHL2	CHR_HSCHR5_2_CTG1_1
3684	SLC39A7	CHR_HSCHR6_MHC_DBB_CTG1
3685	NULL	CHR_HSCHR5_2_CTG1_1
3686	Metazoa_SRP	CHR_HSCHR5_2_CTG1_1
3687	U6	CHR_HSCHR5_2_CTG1_1
3688	NULL	CHR_HSCHR5_2_CTG1_1
3689	OR2J1	CHR_HSCHR6_MHC_SSTO_CTG1
3690	OR2P1P	CHR_HSCHR6_MHC_SSTO_CTG1
3691	WASF5P	CHR_HSCHR6_MHC_SSTO_CTG1
3692	HLA-K	CHR_HSCHR6_MHC_SSTO_CTG1
3693	NULL	CHR_HSCHR21_2_CTG1_1
3694	NULL	CHR_HSCHR21_2_CTG1_1
3695	KIR2DS4	CHR_HSCHR19LRC_PGF1_CTG3_1
3696	NULL	CHR_HSCHR21_2_CTG1_1
3697	MPIG6B	CHR_HSCHR6_MHC_SSTO_CTG1
3698	LINC00308	CHR_HSCHR21_2_CTG1_1
3699	RNU4-45P	CHR_HSCHR21_2_CTG1_1
3700	RPS9	CHR_HSCHR19LRC_PGF1_CTG3_1
3701	NULL	CHR_HSCHR6_1_CTG8
3702	THEMIS	CHR_HSCHR6_1_CTG8
3703	MICB	CHR_HSCHR6_MHC_DBB_CTG1
3704	HLA-DPA3	CHR_HSCHR6_MHC_APD_CTG1
3705	HNRNPA1P2	CHR_HSCHR6_MHC_APD_CTG1
3706	PRR3	CHR_HSCHR6_MHC_DBB_CTG1
3707	SLC44A4	CHR_HSCHR6_MHC_APD_CTG1
3708	LINC02569	CHR_HSCHR6_MHC_MANN_CTG1
3709	CORO7	CHR_HSCHR16_3_CTG1
3710	LILRB3	CHR_HSCHR19LRC_PGF1_CTG3_1
3711	HLA-G	CHR_HSCHR6_MHC_MANN_CTG1
3712	OR2U2P	CHR_HSCHR6_MHC_SSTO_CTG1
3713	MICD	CHR_HSCHR6_MHC_SSTO_CTG1
3714	HLA-A	CHR_HSCHR6_MHC_SSTO_CTG1
3715	NULL	CHR_HSCHR17_2_CTG4
3716	C6orf47-AS1	CHR_HSCHR6_MHC_DBB_CTG1
3717	HLA-DMA	CHR_HSCHR6_MHC_DBB_CTG1
3718	TNF	CHR_HSCHR6_MHC_MCF_CTG1
3719	HLA-Z	CHR_HSCHR6_MHC_MCF_CTG1
3720	HCG4	CHR_HSCHR6_MHC_MCF_CTG1
3721	PBX2	CHR_HSCHR6_MHC_MCF_CTG1
3722	KIR2DL3	CHR_HSCHR19_4_CTG3_1
3723	LENG8-AS1	CHR_HSCHR19_4_CTG3_1
3724	LENG9	CHR_HSCHR19_4_CTG3_1
3725	DDX39BP1	CHR_HSCHR6_MHC_DBB_CTG1
3726	LILRA2	CHR_HSCHR19_4_CTG3_1
3727	TRIM26	CHR_HSCHR6_MHC_DBB_CTG1
3728	NULL	CHR_HSCHR8_9_CTG1
3729	NULL	CHR_HSCHR6_MHC_MANN_CTG1
3730	DHX16	CHR_HSCHR6_MHC_MANN_CTG1
3731	ADAM18	CHR_HSCHR8_9_CTG1
3732	HCG4	CHR_HSCHR6_MHC_APD_CTG1
3733	COL11A2	CHR_HSCHR6_MHC_MCF_CTG1
3734	AGER	CHR_HSCHR6_MHC_APD_CTG1
3735	SPACA7	CHR_HSCHR13_1_CTG1
3736	PKD1P1	CHR_HSCHR16_1_CTG1
3737	RN7SKP175	CHR_HSCHR8_3_CTG7
3738	ABCC6	CHR_HSCHR16_1_CTG1
3739	TUBGCP3	CHR_HSCHR13_1_CTG1
3740	LINC01070	CHR_HSCHR13_1_CTG1
3741	LINC01043	CHR_HSCHR13_1_CTG1
3742	LINC01044	CHR_HSCHR13_1_CTG1
3743	HLA-DOA	CHR_HSCHR6_MHC_DBB_CTG1
3744	LY6G5B	CHR_HSCHR6_MHC_MANN_CTG1
3745	SUCLA2P1	CHR_HSCHR6_MHC_MANN_CTG1
3746	HLA-DRB1	CHR_HSCHR6_MHC_MANN_CTG1
3747	HCG15	CHR_HSCHR6_MHC_DBB_CTG1
3748	KRT18P1	CHR_HSCHR6_MHC_MANN_CTG1
3749	HLA-DPA1	CHR_HSCHR6_MHC_MANN_CTG1
3750	NULL	CHR_HSCHR19_4_CTG3_1
3751	CCHCR1	CHR_HSCHR6_MHC_DBB_CTG1
3752	TTYH1	CHR_HSCHR19_4_CTG3_1
3753	NULL	CHR_HSCHR14_7_CTG1
3754	RPL3P10	CHR_HSCHR8_9_CTG1
3755	NULL	CHR_HSCHR14_7_CTG1
3756	CYB5AP3	CHR_HSCHR14_7_CTG1
3757	SERPINA1	CHR_HSCHR14_7_CTG1
3758	NULL	CHR_HSCHR6_MHC_MANN_CTG1
3759	BAG6	CHR_HSCHR6_MHC_MANN_CTG1
3760	LILRP1	CHR_HSCHR19LRC_PGF1_CTG3_1
3761	LILRP2	CHR_HSCHR19LRC_PGF1_CTG3_1
3762	TARM1	CHR_HSCHR19LRC_PGF1_CTG3_1
3763	OR2T4	CHR_HSCHR1_2_CTG32_1
3764	OR2T2	CHR_HSCHR1_2_CTG32_1
3765	VSTM1	CHR_HSCHR19LRC_PGF1_CTG3_1
3766	OR2T1	CHR_HSCHR1_2_CTG32_1
3767	NULL	CHR_HSCHR6_MHC_QBL_CTG1
3768	OR2T6	CHR_HSCHR1_2_CTG32_1
3769	OR2T7	CHR_HSCHR1_2_CTG32_1
3770	RPP21	CHR_HSCHR6_MHC_QBL_CTG1
3771	OR2T3	CHR_HSCHR1_2_CTG32_1
3772	OR2T5	CHR_HSCHR1_2_CTG32_1
3773	NULL	CHR_HSCHR16_1_CTG1
3774	MPV17L	CHR_HSCHR16_1_CTG1
3775	C6orf136	CHR_HSCHR6_MHC_MCF_CTG1
3776	EHMT2	CHR_HSCHR6_MHC_SSTO_CTG1
3777	OSCAR	CHR_HSCHR19_4_CTG3_1
3778	NULL	CHR_HSCHR16_1_CTG1
3779	NTAN1	CHR_HSCHR16_1_CTG1
3780	AGPAT1	CHR_HSCHR6_MHC_COX_CTG1
3781	PRIMA1	CHR_HSCHR14_7_CTG1
3782	MRPS18B	CHR_HSCHR6_MHC_QBL_CTG1
3783	NDUFA3	CHR_HSCHR19LRC_PGF1_CTG3_1
3784	IFI27	CHR_HSCHR14_7_CTG1
3785	RXRB	CHR_HSCHR6_MHC_MCF_CTG1
3786	OSCAR	CHR_HSCHR19LRC_PGF1_CTG3_1
3787	NULL	CHR_HSCHR17_7_CTG4
3788	RPL7AP7	CHR_HSCHR6_MHC_QBL_CTG1
3789	LY6G6C	CHR_HSCHR6_MHC_QBL_CTG1
3790	MYO19	CHR_HSCHR17_7_CTG4
3791	NULL	CHR_HSCHR6_MHC_QBL_CTG1
3792	UBD	CHR_HSCHR6_MHC_QBL_CTG1
3793	RDH13	CHR_HSCHR19LRC_PGF1_CTG3_1
3794	RPL13AP	CHR_HSCHR6_MHC_QBL_CTG1
3795	NULL	CHR_HSCHR16_1_CTG1
3796	ZNF311	CHR_HSCHR6_MHC_QBL_CTG1
3797	NPIPA3	CHR_HSCHR16_1_CTG1
3798	U6	CHR_HSCHR19LRC_PGF1_CTG3_1
3799	PPP4R4	CHR_HSCHR14_7_CTG1
3800	U6	CHR_HSCHR19LRC_PGF1_CTG3_1
3801	TFPT	CHR_HSCHR19LRC_PGF1_CTG3_1
3802	TSPY24P	Y
3803	ZNF92P1Y	Y
3804	VDAC1P6	Y
3805	RBMY3AP	Y
3806	FLOT1	CHR_HSCHR6_MHC_QBL_CTG1
3807	RFTN1P1	Y
3808	NULL	CHR_HSCHR19LRC_PGF1_CTG3_1
3809	SERBP1P2	Y
3810	TSPY12P	Y
3811	NULL	CHR_HSCHR16_1_CTG1
3812	NULL	Y
3813	DUX4L19	Y
3814	NULL	CHR_HSCHR16_1_CTG1
3815	NULL	CHR_HSCHR16_1_CTG1
3816	NULL	CHR_HSCHR19_4_CTG3_1
3817	TTTY12	Y
3818	NULL	CHR_HSCHR16_1_CTG1
3819	LENG8	CHR_HSCHR19_4_CTG3_1
3820	MOG	CHR_HSCHR6_MHC_DBB_CTG1
3821	BMERB1	CHR_HSCHR16_1_CTG1
3822	PTMAP1	CHR_HSCHR6_MHC_MCF_CTG1
3823	RBMY1A3P	Y
3824	NULL	CHR_HSCHR6_MHC_MCF_CTG1
3825	TTTY7B	Y
3826	ZDHHC20P1	CHR_HSCHR6_MHC_MCF_CTG1
3827	VPS52	CHR_HSCHR6_MHC_MCF_CTG1
3828	NULL	Y
3829	OFD1P3Y	Y
3830	RBMY2HP	Y
3831	NULL	Y
3832	TOMM22P1	Y
3833	GYG2P1	Y
3834	GP6	CHR_HSCHR19LRC_PGF1_CTG3_1
3835	NULL	Y
3836	TTTY6	Y
3837	ELOCP35	Y
3838	SLC9B1P1	Y
3839	NULL	CHR_HSCHR16_1_CTG1
3840	LINC00265-3P	Y
3841	USP12PY	Y
3842	CSPG4P1Y	Y
3843	NULL	CHR_HSCHR16_1_CTG1
3844	USP9YP31	Y
3845	TTTY23	Y
3846	KDM5DP1	Y
3847	TTTY7	Y
3848	MOAP1	CHR_HSCHR14_7_CTG1
3849	LINC00266-4P	Y
3850	LINC00279	Y
3851	TMEM251	CHR_HSCHR14_7_CTG1
3852	BFAR	CHR_HSCHR16_1_CTG1
3853	SERPINA6	CHR_HSCHR14_7_CTG1
3854	DUX4L17	Y
3855	TSPY4	Y
3856	KIR2DL4	CHR_HSCHR19_4_CTG3_1
3857	FAM181A-AS1	CHR_HSCHR14_7_CTG1
3858	POLR1H	CHR_HSCHR6_MHC_COX_CTG1
3859	NULL	CHR_HSCHR16_1_CTG1
3860	BTBD7	CHR_HSCHR14_7_CTG1
3861	NULL	CHR_HSCHR16_1_CTG1
3862	NULL	CHR_HSCHR16_1_CTG1
3863	PKD1P6	CHR_HSCHR16_1_CTG1
3864	MTCO2P32	CHR_HSCHR5_3_CTG1
3865	NULL	CHR_HSCHR5_3_CTG1
3866	PRY	Y
3867	LPCAT1	CHR_HSCHR5_3_CTG1
3868	LY6G5B	CHR_HSCHR6_MHC_SSTO_CTG1
3869	PPP1R12BP2	Y
3870	TSPY18P	Y
3871	NULL	Y
3872	PCMTD1P1	Y
3873	REREP1Y	Y
3874	NULL	Y
3875	TTTY3B	Y
3876	CCNQP2	Y
3877	OFD1P18Y	Y
3878	HSFY7P	Y
3879	HLA-S	CHR_HSCHR6_MHC_SSTO_CTG1
3880	RBMY2YP	Y
3881	NDE1	CHR_HSCHR16_1_CTG1
3882	KIFC1	CHR_HSCHR6_MHC_SSTO_CTG1
3883	USP9YP18	Y
3884	USP9YP26	Y
3885	TMEM167AP1	Y
3886	TRAPPC2P9	Y
3887	GPR143P	Y
3888	NULL	Y
3889	RBMY1HP	Y
3890	KIR2DL1	CHR_HSCHR19_4_CTG3_1
3891	EIF4A1P2	Y
3892	ZNF736P6Y	Y
3893	TUSC2P1	Y
3894	RBMY2AP	Y
3895	NULL	CHR_HSCHR19_4_CTG3_1
3896	FAM197Y5	Y
3897	LILRA3	CHR_HSCHR19_4_CTG3_1
3898	TTTY2B	Y
3899	NULL	Y
3900	IFI27L1	CHR_HSCHR14_7_CTG1
3901	VCY1B	Y
3902	XKRYP3	Y
3903	TTTY21	Y
3904	PUDPP1	Y
3905	NULL	Y
3906	TSPY7P	Y
3907	CLPTM1L	CHR_HSCHR5_3_CTG1
3908	CDRT15P10	Y
3909	NULL	Y
3910	TAPBP	CHR_HSCHR6_MHC_QBL_CTG1
3911	USP9Y	Y
3912	NCR1	CHR_HSCHR19_4_CTG3_1
3913	NULL	CHR_HSCHR6_MHC_SSTO_CTG1
3914	OR2G1P	CHR_HSCHR6_MHC_COX_CTG1
3915	MICD	CHR_HSCHR6_MHC_COX_CTG1
3916	PRR3	CHR_HSCHR6_MHC_COX_CTG1
3917	PPT2	CHR_HSCHR6_MHC_SSTO_CTG1
3918	RPL17P40	CHR_HSCHR16_1_CTG1
3919	NULL	CHR_HSCHR16_1_CTG1
3920	MARF1	CHR_HSCHR16_1_CTG1
3921	UNC79	CHR_HSCHR14_7_CTG1
3922	HLA-S	CHR_HSCHR6_MHC_COX_CTG1
3923	DHFRP2	CHR_HSCHR6_MHC_COX_CTG1
3924	HLA-DPB1	CHR_HSCHR6_MHC_COX_CTG1
3925	NULL	CHR_HSCHR17_7_CTG4
3926	PCGF2	CHR_HSCHR17_7_CTG4
3927	RPL32P1	CHR_HSCHR6_MHC_MCF_CTG1
3928	TNXB	CHR_HSCHR6_MHC_MCF_CTG1
3929	HLA-P	CHR_HSCHR6_MHC_APD_CTG1
3930	NULL	CHR_HSCHR19_4_CTG3_1
3931	PPP1R2P1	CHR_HSCHR6_MHC_APD_CTG1
3932	WASF5P	CHR_HSCHR6_MHC_QBL_CTG1
3933	CDC42EP5	CHR_HSCHR19_4_CTG3_1
3934	NOTCH4	CHR_HSCHR6_MHC_APD_CTG1
3935	POLR2LP1	CHR_HSCHR6_MHC_QBL_CTG1
3936	RANP1	CHR_HSCHR6_MHC_QBL_CTG1
3937	ZBTB12	CHR_HSCHR6_MHC_QBL_CTG1
3938	HCG22	CHR_HSCHR6_MHC_QBL_CTG1
3939	NULL	CHR_HSCHR19_4_CTG3_1
3940	LILRA1	CHR_HSCHR19_4_CTG3_1
3941	TAP2	CHR_HSCHR6_MHC_APD_CTG1
3942	BAG6	CHR_HSCHR6_MHC_QBL_CTG1
3943	CDY3P	Y
3944	BRD2	CHR_HSCHR6_MHC_DBB_CTG1
3945	ZNF736P9Y	Y
3946	TSPY14P	Y
3947	LINC01511	CHR_HSCHR5_3_CTG1
3948	LINC00265-2P	Y
3949	NULL	Y
3950	PRY2	Y
3951	NULL	CHR_HSCHR17_7_CTG4
3952	SLC6A3	CHR_HSCHR5_3_CTG1
3953	MLLT6	CHR_HSCHR17_7_CTG4
3954	OFD1P13Y	Y
3955	ELOCP11	Y
3956	LILRB5	CHR_HSCHR19_4_CTG3_1
3957	TSPY25P	Y
3958	CDY11P	Y
3959	NULL	Y
3960	TPTE2P4	Y
3961	USP9YP13	Y
3962	OFD1P8Y	Y
3963	RNF19BPY	Y
3964	NULL	Y
3965	TSPY23P	Y
3966	HLA-DPA1	CHR_HSCHR6_MHC_DBB_CTG1
3967	XKRYP5	Y
3968	FAM197Y2	Y
3969	TUBB1P2	Y
3970	CICP1	Y
3971	DUX4L31	Y
3972	TSPY13P	Y
3973	NULL	Y
3974	FAM197Y6	Y
3975	ACTR3BP1	Y
3976	RPS24P1	Y
3977	RBMY2FP	Y
3978	USP9YP9	Y
3979	CSPG4P2Y	Y
3980	ABCC1	CHR_HSCHR16_1_CTG1
3981	RBMY2DP	Y
3982	TTTY1B	Y
3983	USP9YP3	Y
3984	RCC2P2	Y
3985	ZNF736P8Y	Y
3986	UBE2Q2P5Y	Y
3987	DNM1P48	Y
3988	RBMY2OP	Y
3989	VARS1	CHR_HSCHR6_MHC_COX_CTG1
3990	EIF1AY	Y
3991	UBDP1	CHR_HSCHR6_MHC_MCF_CTG1
3992	AIF1	CHR_HSCHR6_MHC_DBB_CTG1
3993	SFTA2	CHR_HSCHR6_MHC_MCF_CTG1
3994	ZNHIT3	CHR_HSCHR17_7_CTG4
3995	HLA-DPA1	CHR_HSCHR6_MHC_APD_CTG1
3996	HLA-DPA2	CHR_HSCHR6_MHC_MCF_CTG1
3997	NULL	CHR_HSCHR6_MHC_MCF_CTG1
3998	RPL35AP4	CHR_HSCHR6_MHC_MCF_CTG1
3999	NULL	CHR_HSCHR6_MHC_MCF_CTG1
4000	ATF6B	CHR_HSCHR6_MHC_MCF_CTG1
4001	NULL	CHR_HSCHR19_4_CTG3_1
4002	TARM1	CHR_HSCHR19_4_CTG3_1
4003	HSFY4P	Y
4004	LINC02287	CHR_HSCHR14_7_CTG1
4005	KRT18P10	Y
4006	CDY19P	Y
4007	CCDC197	CHR_HSCHR14_7_CTG1
4008	NEFLP1	Y
4009	NULL	Y
4010	NULL	Y
4011	TSPY19P	Y
4012	BPY2	Y
4013	LILRB1	CHR_HSCHR19_4_CTG3_1
4014	COL11A2P1	CHR_HSCHR6_MHC_APD_CTG1
4015	NULL	CHR_HSCHR14_7_CTG1
4016	SUMO2P1	CHR_HSCHR6_MHC_APD_CTG1
4017	MTND1P12	Y
4018	OR2I1P	CHR_HSCHR6_MHC_APD_CTG1
4019	USP9YP12	Y
4020	SERPINA10	CHR_HSCHR14_7_CTG1
4021	CDY18P	Y
4022	STSP1	Y
4023	HLA-A	CHR_HSCHR6_MHC_APD_CTG1
4024	NULL	Y
4025	CTBP2P1	Y
4026	MTND6P1	Y
4027	DLGAP5P1	Y
4028	CDC27P2	Y
4029	TTTY8B	Y
4030	PABPC1P5	Y
4031	NULL	Y
4032	TSPY22P	Y
4033	UBR7	CHR_HSCHR14_7_CTG1
4034	NULL	Y
4035	NULL	Y
4036	TRAPPC2P5	Y
4037	SKIV2L	CHR_HSCHR6_MHC_DBB_CTG1
4038	CDY14P	Y
4039	RCC2P1	Y
4040	SHROOM2P1	Y
4041	TTTY2	Y
4042	TRIM60P5Y	Y
4043	HSFY8P	Y
4044	TTTY20	Y
4045	NULL	Y
4046	USP9YP22	Y
4047	TTTY18	Y
4048	NULL	Y
4049	NULL	CHR_HSCHR17_7_CTG4
4050	RBMY2QP	Y
4051	TADA2A	CHR_HSCHR17_7_CTG4
4052	NULL	Y
4053	NULL	Y
4054	PPP1R10	CHR_HSCHR6_MHC_SSTO_CTG1
4055	DUX4L18	Y
4056	USP9YP11	Y
4057	USP9YP25	Y
4058	LINC01149	CHR_HSCHR6_MHC_MANN_CTG1
4059	NULL	Y
4060	PNPLA4P1	Y
4061	TSPY16P	Y
4062	RBMY2BP	Y
4063	HLA-F	CHR_HSCHR6_MHC_MANN_CTG1
4064	NEK4P1	CHR_HSCHR21_8_CTG1_1
4065	NULL	CHR_HSCHR21_8_CTG1_1
4066	LINC00278	Y
4067	HLA-DMB	CHR_HSCHR6_MHC_COX_CTG1
4068	CDY23P	Y
4069	NULL	Y
4070	NULL	Y
4071	RBMY2GP	Y
4072	CSPG4P4Y	Y
4073	CICP2	Y
4074	ELOCP9	Y
4075	CYCSP49	Y
4076	ZNF736P11Y	Y
4077	FAM197Y7	Y
4078	NULL	Y
4079	OFD1P9Y	Y
4080	NULL	Y
4081	PRORY	Y
4082	TUBB	CHR_HSCHR6_MHC_MCF_CTG1
4083	NULL	Y
4084	LINC02833	CHR_HSCHR14_7_CTG1
4085	BPY2DP	Y
4086	TRAPPC2P4	Y
4087	ELOCP16	Y
4088	OFD1P10Y	Y
4089	RAB9AP3	Y
4090	NULL	Y
4091	SERPINA2	CHR_HSCHR14_7_CTG1
4092	CSPG4P3Y	Y
4093	RAB9AP2	Y
4094	USP9YP19	Y
4095	RBMY2JP	Y
4096	GOLGA2P3Y	Y
4097	ITPK1-AS1	CHR_HSCHR14_7_CTG1
4098	CHEK2P1	Y
4099	NULL	Y
4100	RBMY2TP	Y
4101	ASB2	CHR_HSCHR14_7_CTG1
4102	NULL	CHR_HSCHR6_MHC_COX_CTG1
4103	USP9YP29	Y
4104	TBL1Y	Y
4105	TRIM40	CHR_HSCHR6_MHC_COX_CTG1
4106	DDX39BP1	CHR_HSCHR6_MHC_COX_CTG1
4107	ZFP57	CHR_HSCHR6_MHC_SSTO_CTG1
4108	HLA-A	CHR_HSCHR6_MHC_COX_CTG1
4109	HCG4P8	CHR_HSCHR6_MHC_SSTO_CTG1
4110	NPIPA1	CHR_HSCHR16_1_CTG1
4111	TAP2	CHR_HSCHR6_MHC_SSTO_CTG1
4112	MCCD1	CHR_HSCHR6_MHC_MCF_CTG1
4113	TRIM27	CHR_HSCHR6_MHC_MCF_CTG1
4114	OR2H2	CHR_HSCHR6_MHC_MANN_CTG1
4115	STK19B	CHR_HSCHR6_MHC_DBB_CTG1
4116	C6orf15	CHR_HSCHR6_MHC_MANN_CTG1
4117	RGL2	CHR_HSCHR6_MHC_DBB_CTG1
4118	ITPK1	CHR_HSCHR14_7_CTG1
4119	AGER	CHR_HSCHR6_MHC_MANN_CTG1
4120	NULL	CHR_HSCHR16_1_CTG1
4121	NULL	CHR_HSCHR16_1_CTG1
4122	NOMO3	CHR_HSCHR16_1_CTG1
4123	HLA-DOB	CHR_HSCHR6_MHC_MCF_CTG1
4124	NULL	CHR_HSCHR17_7_CTG4
4125	NULL	CHR_HSCHR17_7_CTG4
4126	MRM1	CHR_HSCHR17_7_CTG4
4127	USP9YP36	Y
4128	RBMY2UP	Y
4129	FAM224B	Y
4130	ZNF886P	Y
4131	OFD1P11Y	Y
4132	ELOCP8	Y
4133	OFD1P16Y	Y
4134	TTTY25P	Y
4135	FAM197Y1	Y
4136	NULL	Y
4137	NULL	Y
4138	NULL	CHR_HSCHR17_7_CTG4
4139	GGNBP2	CHR_HSCHR17_7_CTG4
4140	REREP2Y	Y
4141	ASS1P6	Y
4142	SNX18P1Y	Y
4143	RBMY2NP	Y
4144	ZNF90P2	CHR_HSCHR6_MHC_MCF_CTG1
4145	RBMY1E	Y
4146	BAG6	CHR_HSCHR6_MHC_MCF_CTG1
4147	HLA-W	CHR_HSCHR6_MHC_SSTO_CTG1
4148	COL11A2	CHR_HSCHR6_MHC_SSTO_CTG1
4149	CCL15	CHR_HSCHR17_7_CTG4
4150	TTTY1	Y
4151	NULL	Y
4152	USP9YP4	Y
4153	ZNF736P12Y	Y
4154	NULL	Y
4155	USP9YP8	Y
4156	MED14P1	Y
4157	UBE2Q2P4Y	Y
4158	HSFY5P	Y
4159	PIP4K2B	CHR_HSCHR17_7_CTG4
4160	ZNF885P	Y
4161	ARSFP1	Y
4162	NULL	Y
4163	ZNF736P7Y	Y
4164	SURF6P1	Y
4165	XGY1	Y
4166	NULL	Y
4167	NULL	Y
4168	ANKRD20A6P	Y
4169	NULL	Y
4170	NULL	Y
4171	OFD1P15Y	Y
4172	CDY17P	Y
4173	TTTY8	Y
4174	NULL	Y
4175	RAB9AP1	Y
4176	ZNF736P4Y	Y
4177	RBMY2KP	Y
4178	HSFY6P	Y
4179	TSPY21P	Y
4180	OTUB2	CHR_HSCHR14_7_CTG1
4181	NULL	Y
4182	CDY15P	Y
4183	TTTY19	Y
4184	NULL	CHR_HSCHR17_7_CTG4
4185	USP9YP20	Y
4186	TSPY17P	Y
4187	AATF	CHR_HSCHR17_7_CTG4
4188	TTTY4	Y
4189	NULL	Y
4190	TSPY15P	Y
4191	XKRYP6	Y
4192	USP9YP35	Y
4193	GAPDHP17	Y
4194	NULL	CHR_HSCHR14_7_CTG1
4195	ELOCP4	Y
4196	TTTY23B	Y
4197	FAM181A	CHR_HSCHR14_7_CTG1
4198	USP9YP30	Y
4199	TTTY22	Y
4200	TSPY11P	Y
4201	NULL	Y
4202	TSPY9P	Y
4203	PPP1R18	CHR_HSCHR6_MHC_SSTO_CTG1
4204	COX8C	CHR_HSCHR14_7_CTG1
4205	LILRA5	CHR_HSCHR19_4_CTG3_1
4206	NULL	CHR_HSCHR14_7_CTG1
4207	IFI27L2	CHR_HSCHR14_7_CTG1
4208	DAZ2	Y
4209	PRRT1	CHR_HSCHR6_MHC_SSTO_CTG1
4210	CHGA	CHR_HSCHR14_7_CTG1
4211	TBC1D3H	CHR_HSCHR17_7_CTG4
4212	NULL	CHR_HSCHR19_4_CTG3_1
4213	NULL	CHR_HSCHR19_4_CTG3_1
4214	TRIM39	CHR_HSCHR6_MHC_SSTO_CTG1
4215	NULL	CHR_HSCHR19_4_CTG3_1
4216	NULL	CHR_HSCHR19_4_CTG3_1
4217	NULL	CHR_HSCHR19_4_CTG3_1
4218	TMC4	CHR_HSCHR19_4_CTG3_1
4219	HLA-DQA1	CHR_HSCHR6_MHC_DBB_CTG1
4220	CCL4	CHR_HSCHR17_7_CTG4
4221	RPL7AP7	CHR_HSCHR6_MHC_APD_CTG1
4222	PSMB8-AS1	CHR_HSCHR6_MHC_APD_CTG1
4223	DDX24	CHR_HSCHR14_7_CTG1
4224	NULL	CHR_HSCHR6_MHC_APD_CTG1
4225	TRIM26	CHR_HSCHR6_MHC_APD_CTG1
4226	NULL	CHR_HSCHR17_7_CTG4
4227	NULL	CHR_HSCHR17_7_CTG4
4228	C17orf98	CHR_HSCHR17_7_CTG4
4229	BTNL2	CHR_HSCHR6_MHC_DBB_CTG1
4230	NULL	CHR_HSCHR17_7_CTG4
4231	SOCS7	CHR_HSCHR17_7_CTG4
4232	TMEM183AP1	CHR_HSCHR6_MHC_DBB_CTG1
